,Open,High,Low,Close,Adj Close,Volume,Percent_Change_From_Startdate,Change_Close_Less_Open
2021-01-04 09:30:00-05:00,24.130199432373047,24.209999084472656,24.1299991607666,24.209999084472656,24.209999084472656,621093,0.33070448639786315,0.07979965209960938
2021-01-04 10:30:00-05:00,24.209999084472656,24.225000381469727,24.19499969482422,24.209999084472656,24.209999084472656,171575,0.33070448639786315,0.0
2021-01-04 11:30:00-05:00,24.209999084472656,24.260000228881836,24.200199127197266,24.235000610351562,24.235000610351562,104757,0.43431542400728973,0.02500152587890625
2021-01-04 12:30:00-05:00,24.239999771118164,24.25,24.23189926147461,24.239999771118164,24.239999771118164,50460,0.4550328688863184,0.0
2021-01-04 13:30:00-05:00,24.25,24.260000228881836,24.239999771118164,24.24530029296875,24.24530029296875,86815,0.47699920971761195,-0.00469970703125
2021-01-04 14:30:00-05:00,24.239999771118164,24.25,24.23189926147461,24.25,24.25,108729,0.4964756630491368,0.010000228881835938
2021-01-04 15:30:00-05:00,24.2450008392334,24.259899139404297,24.239999771118164,24.25,24.25,78633,0.4964756630491368,0.0049991607666015625
2021-01-05 09:30:00-05:00,24.200000762939453,24.219999313354492,24.18000030517578,24.200000762939453,24.200000762939453,242300,0.2892695966398059,0.0
2021-01-05 10:30:00-05:00,24.200000762939453,24.20989990234375,24.165000915527344,24.165000915527344,24.165000915527344,71140,0.14422376927232208,-0.034999847412109375
2021-01-05 11:30:00-05:00,24.165000915527344,24.165000915527344,24.11829948425293,24.1200008392334,24.1200008392334,80168,-0.042264852257980164,-0.04500007629394531
2021-01-05 12:30:00-05:00,24.125,24.1299991607666,24.114999771118164,24.114999771118164,24.114999771118164,57813,-0.06299020154176996,-0.010000228881835938
2021-01-05 13:30:00-05:00,24.1200008392334,24.1299991607666,24.1200008392334,24.125,24.125,68869,-0.02154740737895155,0.0049991607666015625
2021-01-05 14:30:00-05:00,24.1299991607666,24.1299991607666,24.110000610351562,24.125,24.125,117470,-0.02154740737895155,-0.0049991607666015625
2021-01-05 15:30:00-05:00,24.125,24.1299991607666,24.1200008392334,24.1299991607666,24.1299991607666,72351,-0.0008299624999229321,0.0049991607666015625
2021-01-06 09:30:00-05:00,24.18000030517578,24.18000030517578,24.1299991607666,24.149999618530273,24.149999618530273,211992,0.08205562582571388,-0.030000686645507812
2021-01-06 10:30:00-05:00,24.149999618530273,24.219999313354492,24.14310073852539,24.190000534057617,24.190000534057617,316204,0.2478268024769875,0.04000091552734375
2021-01-06 11:30:00-05:00,24.190000534057617,24.19499969482422,24.148399353027344,24.148399353027344,24.148399353027344,90224,0.0754238302310916,-0.04160118103027344
2021-01-06 12:30:00-05:00,24.142099380493164,24.155000686645508,24.1299991607666,24.139999389648438,24.139999389648438,24159,0.04061283166289547,-0.0020999908447265625
2021-01-06 13:30:00-05:00,24.13159942626953,24.155000686645508,24.1200008392334,24.139999389648438,24.139999389648438,58593,0.04061283166289547,0.00839996337890625
2021-01-06 14:30:00-05:00,24.139999389648438,24.15999984741211,24.09000015258789,24.100000381469727,24.100000381469727,123384,-0.125150440583617,-0.03999900817871094
2021-01-06 15:30:00-05:00,24.094999313354492,24.110000610351562,24.094999313354492,24.100000381469727,24.100000381469727,123466,-0.125150440583617,0.005001068115234375
2021-01-07 09:30:00-05:00,24.209999084472656,24.270000457763672,24.209999084472656,24.2549991607666,24.2549991607666,447626,0.5171931079281654,0.04500007629394531
2021-01-07 10:30:00-05:00,24.2549991607666,24.260000228881836,24.21500015258789,24.228900909423828,24.228900909423828,61356,0.4090371375810656,-0.026098251342773438
2021-01-07 11:30:00-05:00,24.22010040283203,24.25,24.219999313354492,24.25,24.25,49530,0.4964756630491368,0.02989959716796875
2021-01-07 12:30:00-05:00,24.25,24.2549991607666,24.225000381469727,24.225000381469727,24.225000381469727,152977,0.39287262984447135,-0.024999618530273438
2021-01-07 13:30:00-05:00,24.219999313354492,24.221099853515625,24.209999084472656,24.221099853515625,24.221099853515625,60855,0.3767081221078771,0.0011005401611328125
2021-01-07 14:30:00-05:00,24.225000381469727,24.229999542236328,24.209999084472656,24.21500015258789,24.21500015258789,130606,0.3514298356816529,-0.010000228881835938
2021-01-07 15:30:00-05:00,24.21500015258789,24.229999542236328,24.21500015258789,24.219999313354492,24.219999313354492,97888,0.3721472805606816,0.0049991607666015625
2021-01-08 09:30:00-05:00,24.190000534057617,24.299999237060547,24.18000030517578,24.295000076293945,24.295000076293945,325900,0.682964284579439,0.10499954223632812
2021-01-08 10:30:00-05:00,24.290000915527344,24.295000076293945,24.219999313354492,24.25,24.25,209478,0.4964756630491368,-0.04000091552734375
2021-01-08 11:30:00-05:00,24.2549991607666,24.27989959716797,24.229999542236328,24.274999618530273,24.274999618530273,107351,0.6000786962538023,0.020000457763671875
2021-01-08 12:30:00-05:00,24.274999618530273,24.31999969482422,24.266300201416016,24.30900001525879,24.30900001525879,106419,0.7409826155264325,0.034000396728515625
2021-01-08 13:30:00-05:00,24.30579948425293,24.34000015258789,24.299999237060547,24.309999465942383,24.309999465942383,394951,0.745124523621286,0.004199981689453125
2021-01-08 14:30:00-05:00,24.309999465942383,24.316999435424805,24.280000686645508,24.28499984741211,24.28499984741211,337821,0.6415214904166207,-0.024999618530273438
2021-01-08 15:30:00-05:00,24.290000915527344,24.290000915527344,24.270000457763672,24.274999618530273,24.274999618530273,184970,0.6000786962538023,-0.015001296997070312
